Country,Country.Region,animals,Taxon,Feed_tonnes_mean,sd,crop,scenario,plot_id
Netherlands,Europe,sheep,Meat,0,0,rapeseed,Current,4
New Caledonia,Island nation,sheep,Meat,0,0,rapeseed,Current,4
New Zealand,New Zealand,sheep,Meat,0,0,rapeseed,Current,4
Norway,Europe,sheep,Meat,0,0,rapeseed,Current,4
Poland,Europe,sheep,Meat,0,0,rapeseed,Current,4
Portugal,Europe,sheep,Meat,0,0,rapeseed,Current,4
Romania,Europe,sheep,Meat,0,0,rapeseed,Current,4
Saint Pierre and Miquelon,Canada,sheep,Meat,0,0,rapeseed,Current,4
Serbia,Europe,sheep,Meat,0,0,rapeseed,Current,4
Slovakia,Europe,sheep,Meat,0,0,rapeseed,Current,4
Slovenia,Europe,sheep,Meat,0,0,rapeseed,Current,4
Spain,Europe,sheep,Meat,0,0,rapeseed,Current,4
Sweden,Europe,sheep,Meat,0,0,rapeseed,Current,4
Switzerland,Europe,sheep,Meat,0,0,rapeseed,Current,4
The former Yugoslav Republic of Macedonia,Europe,sheep,Meat,0,0,rapeseed,Current,4
United Kingdom,Europe,sheep,Meat,0,0,rapeseed,Current,4
United States of America,USA,sheep,Meat,0,0,rapeseed,Current,4
Afghanistan,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Algeria,Northern Africa,sheep,Meat,0,0,rapeseed,Current,4
American Samoa,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Angola,Central Africa,sheep,Meat,0,0,rapeseed,Current,4
Antigua and Barbuda,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Argentina,South America,sheep,Meat,0,0,rapeseed,Current,4
Armenia,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
Azerbaijan,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Bahamas,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Bahrain,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Bangladesh,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Barbados,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Belarus,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
Belize,Central America,sheep,Meat,0,0,rapeseed,Current,4
Benin,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Bhutan,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Bolivia (Plurinational State of),South America,sheep,Meat,0,0,rapeseed,Current,4
Botswana,Southern Africa,sheep,Meat,0,0,rapeseed,Current,4
Brazil,South America,sheep,Meat,0,0,rapeseed,Current,4
British Virgin Islands,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Brunei Darussalam,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Burkina Faso,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Burundi,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Cote d'Ivoire,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Cabo Verde,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Cambodia,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Cameroon,Central Africa,sheep,Meat,0,0,rapeseed,Current,4
Central African Republic,Central Africa,sheep,Meat,0,0,rapeseed,Current,4
Chad,Central Africa,sheep,Meat,0,0,rapeseed,Current,4
Chile,South America,sheep,Meat,0,0,rapeseed,Current,4
"China, Hong Kong SAR",Eastern Asia,sheep,Meat,0,0,rapeseed,Current,4
"China, Macao SAR",Eastern Asia,sheep,Meat,0,0,rapeseed,Current,4
"China, mainland",China,sheep,Meat,0,0,rapeseed,Current,4
"China, Taiwan Province of",China,sheep,Meat,0,0,rapeseed,Current,4
Colombia,South America,sheep,Meat,0,0,rapeseed,Current,4
Comoros,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Congo,Central Africa,sheep,Meat,0,0,rapeseed,Current,4
Cook Islands,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Costa Rica,Central America,sheep,Meat,0,0,rapeseed,Current,4
Cuba,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Cyprus,Western Asia,sheep,Meat,0,0,rapeseed,Current,4
Democratic People's Republic of Korea,Eastern Asia,sheep,Meat,0,0,rapeseed,Current,4
Democratic Republic of the Congo,Central Africa,sheep,Meat,0,0,rapeseed,Current,4
Djibouti,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Dominica,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Dominican Republic,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Ecuador,South America,sheep,Meat,0,0,rapeseed,Current,4
Egypt,Northern Africa,sheep,Meat,0,0,rapeseed,Current,4
El Salvador,Central America,sheep,Meat,0,0,rapeseed,Current,4
Equatorial Guinea,Central Africa,sheep,Meat,0,0,rapeseed,Current,4
Eritrea,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Ethiopia,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Falkland Islands (Malvinas),South America,sheep,Meat,0,0,rapeseed,Current,4
Fiji,Island nation,sheep,Meat,0,0,rapeseed,Current,4
French Guiana,South America,sheep,Meat,0,0,rapeseed,Current,4
French Polynesia,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Gabon,Central Africa,sheep,Meat,0,0,rapeseed,Current,4
Gambia,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Georgia,Western Asia,sheep,Meat,0,0,rapeseed,Current,4
Ghana,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Grenada,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Guadeloupe,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Guam,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Guatemala,Central America,sheep,Meat,0,0,rapeseed,Current,4
Guinea,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Guinea-Bissau,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Guyana,South America,sheep,Meat,0,0,rapeseed,Current,4
Haiti,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Honduras,Central America,sheep,Meat,0,0,rapeseed,Current,4
India,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Indonesia,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Iran (Islamic Republic of),Middle East,sheep,Meat,0,0,rapeseed,Current,4
Iraq,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Israel,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Jamaica,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Japan,Eastern Asia,sheep,Meat,0,0,rapeseed,Current,4
Jordan,Western Asia,sheep,Meat,0,0,rapeseed,Current,4
Kazakhstan,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
Kenya,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Kiribati,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Kuwait,Western Asia,sheep,Meat,0,0,rapeseed,Current,4
Kyrgyzstan,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
Lao People's Democratic Republic,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Lebanon,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Lesotho,Southern Africa,sheep,Meat,0,0,rapeseed,Current,4
Liberia,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Libya,Northern Africa,sheep,Meat,0,0,rapeseed,Current,4
Madagascar,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Malawi,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Malaysia,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Mali,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Martinique,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Mauritania,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Mauritius,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Mexico,Central America,sheep,Meat,0,0,rapeseed,Current,4
Micronesia (Federated States of),Island nation,sheep,Meat,0,0,rapeseed,Current,4
Mongolia,Eastern Asia,sheep,Meat,0,0,rapeseed,Current,4
Montserrat,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Morocco,Northern Africa,sheep,Meat,0,0,rapeseed,Current,4
Mozambique,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Myanmar,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Namibia,Southern Africa,sheep,Meat,0,0,rapeseed,Current,4
Nauru,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Nepal,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Nicaragua,Central America,sheep,Meat,0,0,rapeseed,Current,4
Niger,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Nigeria,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Niue,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Occupied Palestinian Territory,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Oman,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Pakistan,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Panama,Central America,sheep,Meat,0,0,rapeseed,Current,4
Papua New Guinea,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Paraguay,South America,sheep,Meat,0,0,rapeseed,Current,4
Peru,South America,sheep,Meat,0,0,rapeseed,Current,4
Philippines,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Puerto Rico,Central America,sheep,Meat,0,0,rapeseed,Current,4
Qatar,Middle East,sheep,Meat,0,0,rapeseed,Current,4
R'union,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Republic of Korea,Eastern Asia,sheep,Meat,0,0,rapeseed,Current,4
Republic of Moldova,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
Russian Federation,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
Rwanda,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Saint Kitts and Nevis,Central America,sheep,Meat,0,0,rapeseed,Current,4
Saint Lucia,Central America,sheep,Meat,0,0,rapeseed,Current,4
Saint Vincent and the Grenadines,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Samoa,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Sao Tome and Principe,Central Africa,sheep,Meat,0,0,rapeseed,Current,4
Saudi Arabia,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Senegal,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Seychelles,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Sierra Leone,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Singapore,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Solomon Islands,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Somalia,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
South Africa,Southern Africa,sheep,Meat,0,0,rapeseed,Current,4
South Sudan,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Sri Lanka,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Sudan,Northern Africa,sheep,Meat,0,0,rapeseed,Current,4
Suriname,South America,sheep,Meat,0,0,rapeseed,Current,4
Swaziland,Southern Africa,sheep,Meat,0,0,rapeseed,Current,4
Syrian Arab Republic,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Tajikistan,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
Thailand,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Timor-Leste,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Togo,Western Africa,sheep,Meat,0,0,rapeseed,Current,4
Tokelau,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Tonga,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Trinidad and Tobago,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Tunisia,Northern Africa,sheep,Meat,0,0,rapeseed,Current,4
Turkey,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Turkmenistan,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
Tuvalu,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Uganda,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Ukraine,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
United Arab Emirates,Middle East,sheep,Meat,0,0,rapeseed,Current,4
United Republic of Tanzania,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
United States Virgin Islands,Caribbean,sheep,Meat,0,0,rapeseed,Current,4
Uruguay,South America,sheep,Meat,0,0,rapeseed,Current,4
Uzbekistan,East Europe and CIS,sheep,Meat,0,0,rapeseed,Current,4
Vanuatu,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Venezuela (Bolivarian Republic of),South America,sheep,Meat,0,0,rapeseed,Current,4
Viet Nam,Southern Asia,sheep,Meat,0,0,rapeseed,Current,4
Wallis and Futuna Islands,Island nation,sheep,Meat,0,0,rapeseed,Current,4
Western Sahara,Northern Africa,sheep,Meat,0,0,rapeseed,Current,4
Yemen,Middle East,sheep,Meat,0,0,rapeseed,Current,4
Zambia,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Zimbabwe,Eastern Africa,sheep,Meat,0,0,rapeseed,Current,4
Albania,Europe,sheep,Meat,290.13,0,pulses,Current,4
Australia,Australia,sheep,Meat,237036,0,pulses,Current,4
Austria,Europe,sheep,Meat,796.32,0,pulses,Current,4
Belgium,Europe,sheep,Meat,42.14,0,pulses,Current,4
Bermuda,USA,sheep,Meat,0,0,pulses,Current,4
Bosnia and Herzegovina,Europe,sheep,Meat,80.88,0,pulses,Current,4
Bulgaria,Europe,sheep,Meat,778.48,0,pulses,Current,4
Canada,Canada,sheep,Meat,298.77,0,pulses,Current,4
Croatia,Europe,sheep,Meat,76.1,0,pulses,Current,4
Czechia,Europe,sheep,Meat,511.65,0,pulses,Current,4
Denmark,Europe,sheep,Meat,28.19,0,pulses,Current,4
Estonia,Europe,sheep,Meat,0,0,pulses,Current,4
Faroe Islands,Europe,sheep,Meat,48.5,0,pulses,Current,4
Finland,Europe,sheep,Meat,0,0,pulses,Current,4
France,Europe,sheep,Meat,8148.28,0,pulses,Current,4
Germany,Europe,sheep,Meat,1913.58,0,pulses,Current,4
Greece,Europe,sheep,Meat,5655.68,0,pulses,Current,4
Greenland,Europe,sheep,Meat,31.2,0,pulses,Current,4
Hungary,Europe,sheep,Meat,0,0,pulses,Current,4
Iceland,Europe,sheep,Meat,0,0,pulses,Current,4
Ireland,Europe,sheep,Meat,0,0,pulses,Current,4
Italy,Europe,sheep,Meat,1881.45,0,pulses,Current,4
Latvia,Europe,sheep,Meat,0,0,pulses,Current,4
Lithuania,Europe,sheep,Meat,154.98,0,pulses,Current,4
Luxembourg,Europe,sheep,Meat,0,0,pulses,Current,4
Malta,Europe,sheep,Meat,36.67,0,pulses,Current,4
Montenegro,Europe,sheep,Meat,0,0,pulses,Current,4
Netherlands,Europe,sheep,Meat,0,0,pulses,Current,4
New Caledonia,Island nation,sheep,Meat,0,0,pulses,Current,4
New Zealand,New Zealand,sheep,Meat,0,0,pulses,Current,4
Norway,Europe,sheep,Meat,8172.28,0,pulses,Current,4
Poland,Europe,sheep,Meat,347.13,0,pulses,Current,4
Portugal,Europe,sheep,Meat,1278.69,0,pulses,Current,4
Romania,Europe,sheep,Meat,0,0,pulses,Current,4
Saint Pierre and Miquelon,Canada,sheep,Meat,0,0,pulses,Current,4
Serbia,Europe,sheep,Meat,9323.99,0,pulses,Current,4
Slovakia,Europe,sheep,Meat,74.32,0,pulses,Current,4
Slovenia,Europe,sheep,Meat,48.1,0,pulses,Current,4
Spain,Europe,sheep,Meat,17372.56,0,pulses,Current,4
Sweden,Europe,sheep,Meat,0,0,pulses,Current,4
Switzerland,Europe,sheep,Meat,88.01,0,pulses,Current,4
The former Yugoslav Republic of Macedonia,Europe,sheep,Meat,2342.52,0,pulses,Current,4
United Kingdom,Europe,sheep,Meat,58374.58,0,pulses,Current,4
United States of America,USA,sheep,Meat,0,0,pulses,Current,4
Afghanistan,Middle East,sheep,Meat,1236.56,0,pulses,Current,4
Algeria,Northern Africa,sheep,Meat,6531.88,0,pulses,Current,4
American Samoa,Island nation,sheep,Meat,0,0,pulses,Current,4
Angola,Central Africa,sheep,Meat,0,0,pulses,Current,4
Antigua and Barbuda,Caribbean,sheep,Meat,0,0,pulses,Current,4
Argentina,South America,sheep,Meat,0,0,pulses,Current,4
Armenia,East Europe and CIS,sheep,Meat,367.47,0,pulses,Current,4
Azerbaijan,Middle East,sheep,Meat,2685.06,0,pulses,Current,4
Bahamas,Caribbean,sheep,Meat,0,0,pulses,Current,4
Bahrain,Middle East,sheep,Meat,590.88,0,pulses,Current,4
Bangladesh,Middle East,sheep,Meat,0,0,pulses,Current,4
Barbados,Caribbean,sheep,Meat,0,0,pulses,Current,4
Belarus,East Europe and CIS,sheep,Meat,239.52,0,pulses,Current,4
Belize,Central America,sheep,Meat,0,0,pulses,Current,4
Benin,Western Africa,sheep,Meat,0,0,pulses,Current,4
Bhutan,Middle East,sheep,Meat,3.15,0,pulses,Current,4
Bolivia (Plurinational State of),South America,sheep,Meat,0,0,pulses,Current,4
Botswana,Southern Africa,sheep,Meat,0,0,pulses,Current,4
Brazil,South America,sheep,Meat,0,0,pulses,Current,4
British Virgin Islands,Caribbean,sheep,Meat,2.12,0,pulses,Current,4
Brunei Darussalam,Southern Asia,sheep,Meat,0,0,pulses,Current,4
Burkina Faso,Western Africa,sheep,Meat,0,0,pulses,Current,4
Burundi,Eastern Africa,sheep,Meat,105.39,0,pulses,Current,4
Cote d'Ivoire,Western Africa,sheep,Meat,0,0,pulses,Current,4
Cabo Verde,Western Africa,sheep,Meat,0,0,pulses,Current,4
Cambodia,Southern Asia,sheep,Meat,0,0,pulses,Current,4
Cameroon,Central Africa,sheep,Meat,0,0,pulses,Current,4
Central African Republic,Central Africa,sheep,Meat,0,0,pulses,Current,4
Chad,Central Africa,sheep,Meat,0,0,pulses,Current,4
Chile,South America,sheep,Meat,248.4,0,pulses,Current,4
"China, Hong Kong SAR",Eastern Asia,sheep,Meat,0,0,pulses,Current,4
"China, Macao SAR",Eastern Asia,sheep,Meat,0,0,pulses,Current,4
"China, mainland",China,sheep,Meat,121380.78,0,pulses,Current,4
"China, Taiwan Province of",China,sheep,Meat,0,0,pulses,Current,4
Colombia,South America,sheep,Meat,0,0,pulses,Current,4
Comoros,Eastern Africa,sheep,Meat,7.83,0,pulses,Current,4
Congo,Central Africa,sheep,Meat,0,0,pulses,Current,4
Cook Islands,Island nation,sheep,Meat,0,0,pulses,Current,4
Costa Rica,Central America,sheep,Meat,0,0,pulses,Current,4
Cuba,Caribbean,sheep,Meat,0,0,pulses,Current,4
Cyprus,Western Asia,sheep,Meat,0,0,pulses,Current,4
Democratic People's Republic of Korea,Eastern Asia,sheep,Meat,0,0,pulses,Current,4
Democratic Republic of the Congo,Central Africa,sheep,Meat,0,0,pulses,Current,4
Djibouti,Eastern Africa,sheep,Meat,190.44,0,pulses,Current,4
Dominica,Caribbean,sheep,Meat,0,0,pulses,Current,4
Dominican Republic,Caribbean,sheep,Meat,0,0,pulses,Current,4
Ecuador,South America,sheep,Meat,0,0,pulses,Current,4
Egypt,Northern Africa,sheep,Meat,19248.24,0,pulses,Current,4
El Salvador,Central America,sheep,Meat,0,0,pulses,Current,4
Equatorial Guinea,Central Africa,sheep,Meat,0,0,pulses,Current,4
Eritrea,Eastern Africa,sheep,Meat,556.02,0,pulses,Current,4
Ethiopia,Eastern Africa,sheep,Meat,0,0,pulses,Current,4
Falkland Islands (Malvinas),South America,sheep,Meat,11.2,0,pulses,Current,4
Fiji,Island nation,sheep,Meat,0,0,pulses,Current,4
French Guiana,South America,sheep,Meat,0.04,0,pulses,Current,4
French Polynesia,Island nation,sheep,Meat,0.16,0,pulses,Current,4
Gabon,Central Africa,sheep,Meat,0,0,pulses,Current,4
Gambia,Western Africa,sheep,Meat,0,0,pulses,Current,4
Georgia,Western Asia,sheep,Meat,0,0,pulses,Current,4
Ghana,Western Africa,sheep,Meat,0,0,pulses,Current,4
Grenada,Caribbean,sheep,Meat,40.23,0,pulses,Current,4
Guadeloupe,Caribbean,sheep,Meat,2.08,0,pulses,Current,4
Guam,Island nation,sheep,Meat,0,0,pulses,Current,4
Guatemala,Central America,sheep,Meat,0,0,pulses,Current,4
Guinea,Western Africa,sheep,Meat,0,0,pulses,Current,4
Guinea-Bissau,Western Africa,sheep,Meat,0,0,pulses,Current,4
Guyana,South America,sheep,Meat,15.48,0,pulses,Current,4
Haiti,Caribbean,sheep,Meat,0,0,pulses,Current,4
Honduras,Central America,sheep,Meat,0,0,pulses,Current,4
India,Southern Asia,sheep,Meat,65392.74,0,pulses,Current,4
Indonesia,Southern Asia,sheep,Meat,0,0,pulses,Current,4
Iran (Islamic Republic of),Middle East,sheep,Meat,0,0,pulses,Current,4
Iraq,Middle East,sheep,Meat,550.03,0,pulses,Current,4
Israel,Middle East,sheep,Meat,0,0,pulses,Current,4
Jamaica,Caribbean,sheep,Meat,0,0,pulses,Current,4
Japan,Eastern Asia,sheep,Meat,0,0,pulses,Current,4
Jordan,Western Asia,sheep,Meat,839.92,0,pulses,Current,4
Kazakhstan,East Europe and CIS,sheep,Meat,3685.26,0,pulses,Current,4
Kenya,Eastern Africa,sheep,Meat,0,0,pulses,Current,4
Kiribati,Island nation,sheep,Meat,0,0,pulses,Current,4
Kuwait,Western Asia,sheep,Meat,0,0,pulses,Current,4
Kyrgyzstan,East Europe and CIS,sheep,Meat,596.11,0,pulses,Current,4
Lao People's Democratic Republic,Southern Asia,sheep,Meat,0,0,pulses,Current,4
Lebanon,Middle East,sheep,Meat,177.88,0,pulses,Current,4
Lesotho,Southern Africa,sheep,Meat,0,0,pulses,Current,4
Liberia,Western Africa,sheep,Meat,0,0,pulses,Current,4
Libya,Northern Africa,sheep,Meat,4514.64,0,pulses,Current,4
Madagascar,Eastern Africa,sheep,Meat,0,0,pulses,Current,4
Malawi,Eastern Africa,sheep,Meat,1187.12,0,pulses,Current,4
Malaysia,Southern Asia,sheep,Meat,0,0,pulses,Current,4
Mali,Western Africa,sheep,Meat,0,0,pulses,Current,4
Martinique,Caribbean,sheep,Meat,1.64,0,pulses,Current,4
Mauritania,Western Africa,sheep,Meat,0,0,pulses,Current,4
Mauritius,Eastern Africa,sheep,Meat,0,0,pulses,Current,4
Mexico,Central America,sheep,Meat,0,0,pulses,Current,4
Micronesia (Federated States of),Island nation,sheep,Meat,0,0,pulses,Current,4
Mongolia,Eastern Asia,sheep,Meat,0,0,pulses,Current,4
Montserrat,Caribbean,sheep,Meat,0.72,0,pulses,Current,4
Morocco,Northern Africa,sheep,Meat,22024.64,0,pulses,Current,4
Mozambique,Eastern Africa,sheep,Meat,0,0,pulses,Current,4
Myanmar,Southern Asia,sheep,Meat,7687.16,0,pulses,Current,4
Namibia,Southern Africa,sheep,Meat,0,0,pulses,Current,4
Nauru,Island nation,sheep,Meat,0,0,pulses,Current,4
Nepal,Southern Asia,sheep,Meat,0,0,pulses,Current,4
Nicaragua,Central America,sheep,Meat,0,0,pulses,Current,4
Niger,Western Africa,sheep,Meat,22439.12,0,pulses,Current,4
Nigeria,Western Africa,sheep,Meat,98703.46,0,pulses,Current,4
Niue,Island nation,sheep,Meat,0,0,pulses,Current,4
Occupied Palestinian Territory,Middle East,sheep,Meat,435.48,0,pulses,Current,4
Oman,Middle East,sheep,Meat,0,0,pulses,Current,4
Pakistan,Middle East,sheep,Meat,17008.47,0,pulses,Current,4
Panama,Central America,sheep,Meat,0,0,pulses,Current,4
Papua New Guinea,Island nation,sheep,Meat,0.49,0,pulses,Current,4
Paraguay,South America,sheep,Meat,0,0,pulses,Current,4
Peru,South America,sheep,Meat,3378.27,0,pulses,Current,4
Philippines,Southern Asia,sheep,Meat,0,0,pulses,Current,4
Puerto Rico,Central America,sheep,Meat,0,0,pulses,Current,4
Qatar,Middle East,sheep,Meat,314.97,0,pulses,Current,4
R'union,Eastern Africa,sheep,Meat,0.72,0,pulses,Current,4
Republic of Korea,Eastern Asia,sheep,Meat,0,0,pulses,Current,4
Republic of Moldova,East Europe and CIS,sheep,Meat,85.74,0,pulses,Current,4
Russian Federation,East Europe and CIS,sheep,Meat,23589.1,0,pulses,Current,4
Rwanda,Eastern Africa,sheep,Meat,0,0,pulses,Current,4
Saint Kitts and Nevis,Central America,sheep,Meat,0,0,pulses,Current,4
Saint Lucia,Central America,sheep,Meat,0,0,pulses,Current,4
Saint Vincent and the Grenadines,Caribbean,sheep,Meat,0,0,pulses,Current,4
Samoa,Island nation,sheep,Meat,0,0,pulses,Current,4
Sao Tome and Principe,Central Africa,sheep,Meat,0,0,pulses,Current,4
Saudi Arabia,Middle East,sheep,Meat,0,0,pulses,Current,4
Senegal,Western Africa,sheep,Meat,0,0,pulses,Current,4
Seychelles,Eastern Africa,sheep,Meat,0,0,pulses,Current,4
Sierra Leone,Western Africa,sheep,Meat,0,0,pulses,Current,4
Singapore,Southern Asia,sheep,Meat,2.12,0,pulses,Current,4
