Country,Country.Region,animals,Taxon,Prod_tonnes_mean,sd,Scenario,plot_id
Falkland Islands (Malvinas),South America,dairy cow,Dairy & eggs,536,47,Mixed,2
Fiji,Small Island Nations,dairy cow,Dairy & eggs,9681,855,Mixed,2
French Guiana,South America,dairy cow,Dairy & eggs,204,18,Mixed,2
French Polynesia,Small Island Nations,dairy cow,Dairy & eggs,161,14,Mixed,2
Gabon,Central Africa,dairy cow,Dairy & eggs,3153,279,Mixed,2
Gambia,Western Africa,dairy cow,Dairy & eggs,17028,1504,Mixed,2
Georgia,Western Asia,dairy cow,Dairy & eggs,189959,16780,Mixed,2
Ghana,Western Africa,dairy cow,Dairy & eggs,99331,8775,Mixed,2
Grenada,Caribbean,dairy cow,Dairy & eggs,205,18,Mixed,2
Guadeloupe,Caribbean,dairy cow,Dairy & eggs,35,3,Mixed,2
Guatemala,Central America,dairy cow,Dairy & eggs,214366,18936,Mixed,2
Guinea,Western Africa,dairy cow,Dairy & eggs,196770,17382,Mixed,2
Guinea-Bissau,Western Africa,dairy cow,Dairy & eggs,32480,2869,Mixed,2
Guyana,South America,dairy cow,Dairy & eggs,11983,1059,Mixed,2
Haiti,Caribbean,dairy cow,Dairy & eggs,66851,5905,Mixed,2
Honduras,Central America,dairy cow,Dairy & eggs,176872,15624,Mixed,2
India,Southern Asia,dairy cow,Dairy & eggs,14158608,1250718,Mixed,2
Indonesia,Southern Asia,dairy cow,Dairy & eggs,200554,17716,Mixed,2
Iran (Islamic Republic of),Middle East,dairy cow,Dairy & eggs,932450,82369,Mixed,2
Iraq,Middle East,dairy cow,Dairy & eggs,115728,10223,Mixed,2
Israel,Middle East,dairy cow,Dairy & eggs,39732,3510,Mixed,2
Jamaica,Caribbean,dairy cow,Dairy & eggs,4257,376,Mixed,2
Japan,Eastern Asia,dairy cow,Dairy & eggs,312845,27636,Mixed,2
Jordan,Western Asia,dairy cow,Dairy & eggs,12267,1084,Mixed,2
Kazakhstan,East Europe and CIS,dairy cow,Dairy & eggs,686878,60676,Mixed,2
Kenya,Eastern Africa,dairy cow,Dairy & eggs,1810031,159891,Mixed,2
Kuwait,Western Asia,dairy cow,Dairy & eggs,2996,265,Mixed,2
Kyrgyzstan,East Europe and CIS,dairy cow,Dairy & eggs,226574,20015,Mixed,2
Lao People's Democratic Republic,Southern Asia,dairy cow,Dairy & eggs,11352,1003,Mixed,2
Lebanon,Middle East,dairy cow,Dairy & eggs,21165,1870,Mixed,2
Lesotho,Southern Africa,dairy cow,Dairy & eggs,42728,3774,Mixed,2
Liberia,Western Africa,dairy cow,Dairy & eggs,2050,181,Mixed,2
Libya,Northern Africa,dairy cow,Dairy & eggs,42255,3733,Mixed,2
Madagascar,Eastern Africa,dairy cow,Dairy & eggs,583373,51533,Mixed,2
Malawi,Eastern Africa,dairy cow,Dairy & eggs,37840,3343,Mixed,2
Malaysia,Southern Asia,dairy cow,Dairy & eggs,48877,4318,Mixed,2
Mali,Western Africa,dairy cow,Dairy & eggs,693740,61282,Mixed,2
Martinique,Caribbean,dairy cow,Dairy & eggs,50,4,Mixed,2
Mauritania,Western Africa,dairy cow,Dairy & eggs,113521,10028,Mixed,2
Mauritius,Eastern Africa,dairy cow,Dairy & eggs,1419,125,Mixed,2
Mexico,Central America,dairy cow,Dairy & eggs,760052,67140,Mixed,2
Mongolia,Eastern Asia,dairy cow,Dairy & eggs,223889,19778,Mixed,2
Montserrat,Caribbean,dairy cow,Dairy & eggs,788,70,Mixed,2
Morocco,Northern Africa,dairy cow,Dairy & eggs,506430,44736,Mixed,2
Mozambique,Eastern Africa,dairy cow,Dairy & eggs,129288,11421,Mixed,2
Myanmar,Southern Asia,dairy cow,Dairy & eggs,819875,72425,Mixed,2
Namibia,Southern Africa,dairy cow,Dairy & eggs,70320,6212,Mixed,2
Nepal,Southern Asia,dairy cow,Dairy & eggs,323406,28568,Mixed,2
Nicaragua,Central America,dairy cow,Dairy & eggs,320067,28273,Mixed,2
Niger,Western Africa,dairy cow,Dairy & eggs,482465,42619,Mixed,2
Nigeria,Western Africa,dairy cow,Dairy & eggs,745771,65879,Mixed,2
Niue,Small Island Nations,dairy cow,Dairy & eggs,25,2,Mixed,2
Occupied Palestinian Territory,Middle East,dairy cow,Dairy & eggs,7013,619,Mixed,2
Oman,Middle East,dairy cow,Dairy & eggs,54238,4791,Mixed,2
Pakistan,Middle East,dairy cow,Dairy & eggs,3562987,314741,Mixed,2
Panama,Central America,dairy cow,Dairy & eggs,52031,4596,Mixed,2
Papua New Guinea,Small Island Nations,dairy cow,Dairy & eggs,568,50,Mixed,2
Paraguay,South America,dairy cow,Dairy & eggs,70951,6268,Mixed,2
Peru,South America,dairy cow,Dairy & eggs,250535,22131,Mixed,2
Philippines,Southern Asia,dairy cow,Dairy & eggs,1734,153,Mixed,2
Puerto Rico,Central America,dairy cow,Dairy & eggs,31534,2786,Mixed,2
Qatar,Middle East,dairy cow,Dairy & eggs,1640,145,Mixed,2
Republic of Korea,Eastern Asia,dairy cow,Dairy & eggs,64959,5738,Mixed,2
Republic of Moldova,East Europe and CIS,dairy cow,Dairy & eggs,42381,3744,Mixed,2
R'union,Eastern Africa,dairy cow,Dairy & eggs,8199,724,Mixed,2
Russian Federation,East Europe and CIS,dairy cow,Dairy & eggs,2448990,216335,Mixed,2
Rwanda,Eastern Africa,dairy cow,Dairy & eggs,89556,7911,Mixed,2
Saint Lucia,Central America,dairy cow,Dairy & eggs,252,22,Mixed,2
Saint Vincent and the Grenadines,Caribbean,dairy cow,Dairy & eggs,315,28,Mixed,2
Samoa,Small Island Nations,dairy cow,Dairy & eggs,473,42,Mixed,2
Sao Tome and Principe,Central Africa,dairy cow,Dairy & eggs,325,29,Mixed,2
Saudi Arabia,Middle East,dairy cow,Dairy & eggs,78834,6964,Mixed,2
Senegal,Western Africa,dairy cow,Dairy & eggs,254161,22452,Mixed,2
Seychelles,Eastern Africa,dairy cow,Dairy & eggs,7,1,Mixed,2
Sierra Leone,Western Africa,dairy cow,Dairy & eggs,37525,3315,Mixed,2
Solomon Islands,Small Island Nations,dairy cow,Dairy & eggs,694,61,Mixed,2
Somalia,Eastern Africa,dairy cow,Dairy & eggs,389440,34402,Mixed,2
South Africa,Southern Africa,dairy cow,Dairy & eggs,315337,27856,Mixed,2
South Sudan,Eastern Africa,dairy cow,Dairy & eggs,2365024,208917,Mixed,2
Sri Lanka,Southern Asia,dairy cow,Dairy & eggs,94424,8341,Mixed,2
Sudan,Northern Africa,dairy cow,Dairy & eggs,4666980,412263,Mixed,2
Suriname,South America,dairy cow,Dairy & eggs,631,56,Mixed,2
Swaziland,Southern Africa,dairy cow,Dairy & eggs,46354,4095,Mixed,2
Syrian Arab Republic,Middle East,dairy cow,Dairy & eggs,194977,17223,Mixed,2
Tajikistan,East Europe and CIS,dairy cow,Dairy & eggs,328695,29036,Mixed,2
Thailand,Southern Asia,dairy cow,Dairy & eggs,115098,10167,Mixed,2
Togo,Western Africa,dairy cow,Dairy & eggs,17974,1588,Mixed,2
Tonga,Small Island Nations,dairy cow,Dairy & eggs,81,7,Mixed,2
Trinidad and Tobago,Caribbean,dairy cow,Dairy & eggs,4415,390,Mixed,2
Tunisia,Northern Africa,dairy cow,Dairy & eggs,198031,17493,Mixed,2
Turkey,Middle East,dairy cow,Dairy & eggs,1768177,156194,Mixed,2
Turkmenistan,East Europe and CIS,dairy cow,Dairy & eggs,315337,27856,Mixed,2
Uganda,Eastern Africa,dairy cow,Dairy & eggs,1087911,96102,Mixed,2
Ukraine,East Europe and CIS,dairy cow,Dairy & eggs,793418,70088,Mixed,2
United Arab Emirates,Middle East,dairy cow,Dairy & eggs,11983,1059,Mixed,2
United Republic of Tanzania,Eastern Africa,dairy cow,Dairy & eggs,2191589,193597,Mixed,2
United States Virgin Islands,Caribbean,dairy cow,Dairy & eggs,262,23,Mixed,2
Uruguay,South America,dairy cow,Dairy & eggs,239656,21170,Mixed,2
Uzbekistan,East Europe and CIS,dairy cow,Dairy & eggs,1266738,111899,Mixed,2
Vanuatu,Small Island Nations,dairy cow,Dairy & eggs,4730,418,Mixed,2
Venezuela (Bolivarian Republic of),South America,dairy cow,Dairy & eggs,678289,59917,Mixed,2
Viet Nam,Southern Asia,dairy cow,Dairy & eggs,47931,4234,Mixed,2
Wallis and Futuna Islands,Small Island Nations,dairy cow,Dairy & eggs,10,1,Mixed,2
Yemen,Middle East,dairy cow,Dairy & eggs,130865,11560,Mixed,2
Zambia,Eastern Africa,dairy cow,Dairy & eggs,93024,8217,Mixed,2
Zimbabwe,Eastern Africa,dairy cow,Dairy & eggs,291686,25766,Mixed,2
Albania,Europe,dairy cow,Dairy & eggs,94956,8695,Marine,2
Australia,Australia,dairy cow,Dairy & eggs,463255,42419,Marine,2
Austria,Europe,dairy cow,Dairy & eggs,144125,13197,Marine,2
Belgium,Europe,dairy cow,Dairy & eggs,126304,11565,Marine,2
Bermuda,USA,dairy cow,Dairy & eggs,110,10,Marine,2
Bosnia and Herzegovina,Europe,dairy cow,Dairy & eggs,68855,6305,Marine,2
Bulgaria,Europe,dairy cow,Dairy & eggs,79230,7255,Marine,2
Canada,Canada,dairy cow,Dairy & eggs,263551,24133,Marine,2
Croatia,Europe,dairy cow,Dairy & eggs,45549,4171,Marine,2
Czech Republic,Europe,dairy cow,Dairy & eggs,102278,9365,Marine,2
Denmark,Europe,dairy cow,Dairy & eggs,159788,14632,Marine,2
Estonia,Europe,dairy cow,Dairy & eggs,26808,2455,Marine,2
Finland,Europe,dairy cow,Dairy & eggs,77684,7113,Marine,2
France,Europe,dairy cow,Dairy & eggs,1014483,92894,Marine,2
Germany,Europe,dairy cow,Dairy & eggs,1170988,107225,Marine,2
Greece,Europe,dairy cow,Dairy & eggs,58116,5322,Marine,2
Hungary,Europe,dairy cow,Dairy & eggs,70244,6432,Marine,2
Iceland,Europe,dairy cow,Dairy & eggs,6262,573,Marine,2
Ireland,Europe,dairy cow,Dairy & eggs,319170,29226,Marine,2
Italy,Europe,dairy cow,Dairy & eggs,551249,50477,Marine,2
Latvia,Europe,dairy cow,Dairy & eggs,45274,4146,Marine,2
Liechtenstein,Europe,dairy cow,Dairy & eggs,648,59,Marine,2
Lithuania,Europe,dairy cow,Dairy & eggs,86625,7932,Marine,2
Luxembourg,Europe,dairy cow,Dairy & eggs,11623,1064,Marine,2
Malta,Europe,dairy cow,Dairy & eggs,1764,162,Marine,2
Montenegro,Europe,dairy cow,Dairy & eggs,16737,1533,Marine,2
Netherlands,Europe,dairy cow,Dairy & eggs,438200,40125,Marine,2
New Caledonia,Small Island Nations,dairy cow,Dairy & eggs,145,13,Marine,2
New Zealand,New Zealand,dairy cow,Dairy & eggs,1312749,120206,Marine,2
Norway,Europe,dairy cow,Dairy & eggs,62576,5730,Marine,2
Poland,Europe,dairy cow,Dairy & eggs,647724,59311,Marine,2
Portugal,Europe,dairy cow,Dairy & eggs,67610,6191,Marine,2
Romania,Europe,dairy cow,Dairy & eggs,319033,29213,Marine,2
Serbia,Europe,dairy cow,Dairy & eggs,122631,11229,Marine,2
Slovakia,Europe,dairy cow,Dairy & eggs,41101,3764,Marine,2
Slovenia,Europe,dairy cow,Dairy & eggs,30463,2789,Marine,2
Spain,Europe,dairy cow,Dairy & eggs,235097,21527,Marine,2
Sweden,Europe,dairy cow,Dairy & eggs,94396,8644,Marine,2
Switzerland,Europe,dairy cow,Dairy & eggs,161842,14820,Marine,2
The former Yugoslav Republic of Macedonia,Europe,dairy cow,Dairy & eggs,34715,3179,Marine,2
United Kingdom,Europe,dairy cow,Dairy & eggs,493078,45150,Marine,2
United States of America,USA,dairy cow,Dairy & eggs,2529297,231603,Marine,2
Afghanistan,Middle East,dairy cow,Dairy & eggs,1281358,109864,Marine,2
Algeria,Northern Africa,dairy cow,Dairy & eggs,323511,27738,Marine,2
American Samoa,Small Island Nations,dairy cow,Dairy & eggs,10,1,Marine,2
Angola,Central Africa,dairy cow,Dairy & eggs,107837,9246,Marine,2
Antigua and Barbuda,Caribbean,dairy cow,Dairy & eggs,1998,171,Marine,2
Argentina,South America,dairy cow,Dairy & eggs,695549,59637,Marine,2
Armenia,East Europe and CIS,dairy cow,Dairy & eggs,96190,8247,Marine,2
Azerbaijan,Middle East,dairy cow,Dairy & eggs,412814,35395,Marine,2
Bahamas,Caribbean,dairy cow,Dairy & eggs,235,20,Marine,2
Bahrain,Middle East,dairy cow,Dairy & eggs,1554,133,Marine,2
Bangladesh,Middle East,dairy cow,Dairy & eggs,1293093,110870,Marine,2
Barbados,Caribbean,dairy cow,Dairy & eggs,1047,90,Marine,2
Belarus,East Europe and CIS,dairy cow,Dairy & eggs,481873,41316,Marine,2
Belize,Central America,dairy cow,Dairy & eggs,1586,136,Marine,2
Benin,Western Africa,dairy cow,Dairy & eggs,79926,6853,Marine,2
Bhutan,Middle East,dairy cow,Dairy & eggs,47575,4079,Marine,2
Bolivia (Plurinational State of),South America,dairy cow,Dairy & eggs,59945,5140,Marine,2
Botswana,Southern Africa,dairy cow,Dairy & eggs,104665,8974,Marine,2
Brazil,South America,dairy cow,Dairy & eggs,7280438,624227,Marine,2
British Virgin Islands,Caribbean,dairy cow,Dairy & eggs,0,0,Marine,2
Brunei Darussalam,Southern Asia,dairy cow,Dairy & eggs,32,3,Marine,2
Burkina Faso,Western Africa,dairy cow,Dairy & eggs,385776,33077,Marine,2
Burundi,Eastern Africa,dairy cow,Dairy & eggs,38060,3263,Marine,2
Cabo Verde,Western Africa,dairy cow,Dairy & eggs,2035,174,Marine,2
Cambodia,Southern Asia,dairy cow,Dairy & eggs,43769,3753,Marine,2
Cameroon,Central Africa,dairy cow,Dairy & eggs,103079,8838,Marine,2
Central African Republic,Central Africa,dairy cow,Dairy & eggs,91979,7886,Marine,2
Chad,Central Africa,dairy cow,Dairy & eggs,233753,20042,Marine,2
Chile,South America,dairy cow,Dairy & eggs,323511,27738,Marine,2
"China, Hong Kong SAR",Eastern Asia,dairy cow,Dairy & eggs,0,0,Marine,2
"China, mainland",China,dairy cow,Dairy & eggs,3837729,329048,Marine,2
"China, Taiwan Province of",China,dairy cow,Dairy & eggs,18759,1608,Marine,2
Colombia,South America,dairy cow,Dairy & eggs,1693676,145216,Marine,2
Comoros,Eastern Africa,dairy cow,Dairy & eggs,3330,286,Marine,2
Congo,Central Africa,dairy cow,Dairy & eggs,856,73,Marine,2
Costa Rica,Central America,dairy cow,Dairy & eggs,249611,21402,Marine,2
Cote d'Ivoire,Western Africa,dairy cow,Dairy & eggs,91276,7826,Marine,2
Cuba,Caribbean,dairy cow,Dairy & eggs,126962,10886,Marine,2
Cyprus,Western Asia,dairy cow,Dairy & eggs,7787,668,Marine,2
Democratic People's Republic of Korea,Eastern Asia,dairy cow,Dairy & eggs,13321,1142,Marine,2
Democratic Republic of the Congo,Central Africa,dairy cow,Dairy & eggs,2918,250,Marine,2
Djibouti,Eastern Africa,dairy cow,Dairy & eggs,8405,721,Marine,2
Dominica,Caribbean,dairy cow,Dairy & eggs,2537,218,Marine,2
Dominican Republic,Caribbean,dairy cow,Dairy & eggs,139554,11965,Marine,2
Ecuador,South America,dairy cow,Dairy & eggs,400900,34373,Marine,2
Egypt,Northern Africa,dairy cow,Dairy & eggs,501918,43035,Marine,2
El Salvador,Central America,dairy cow,Dairy & eggs,89124,7642,Marine,2
Eritrea,Eastern Africa,dairy cow,Dairy & eggs,225823,19362,Marine,2
Ethiopia,Eastern Africa,dairy cow,Dairy & eggs,3457128,296415,Marine,2
Falkland Islands (Malvinas),South America,dairy cow,Dairy & eggs,539,46,Marine,2
Fiji,Small Island Nations,dairy cow,Dairy & eggs,9737,835,Marine,2
French Guiana,South America,dairy cow,Dairy & eggs,206,18,Marine,2
French Polynesia,Small Island Nations,dairy cow,Dairy & eggs,162,14,Marine,2
Gabon,Central Africa,dairy cow,Dairy & eggs,3172,272,Marine,2
Gambia,Western Africa,dairy cow,Dairy & eggs,17127,1468,Marine,2
Georgia,Western Asia,dairy cow,Dairy & eggs,191062,16382,Marine,2
Ghana,Western Africa,dairy cow,Dairy & eggs,99908,8566,Marine,2
Grenada,Caribbean,dairy cow,Dairy & eggs,206,18,Marine,2
Guadeloupe,Caribbean,dairy cow,Dairy & eggs,35,3,Marine,2
Guatemala,Central America,dairy cow,Dairy & eggs,215611,18487,Marine,2
Guinea,Western Africa,dairy cow,Dairy & eggs,197913,16969,Marine,2
Guinea-Bissau,Western Africa,dairy cow,Dairy & eggs,32668,2801,Marine,2
Guyana,South America,dairy cow,Dairy & eggs,12052,1033,Marine,2
Haiti,Caribbean,dairy cow,Dairy & eggs,67240,5765,Marine,2
Honduras,Central America,dairy cow,Dairy & eggs,177899,15253,Marine,2
India,Southern Asia,dairy cow,Dairy & eggs,14240831,1221012,Marine,2
Indonesia,Southern Asia,dairy cow,Dairy & eggs,201719,17295,Marine,2
Iran (Islamic Republic of),Middle East,dairy cow,Dairy & eggs,937865,80413,Marine,2
Iraq,Middle East,dairy cow,Dairy & eggs,116401,9980,Marine,2
Israel,Middle East,dairy cow,Dairy & eggs,39963,3426,Marine,2
Jamaica,Caribbean,dairy cow,Dairy & eggs,4282,367,Marine,2
Japan,Eastern Asia,dairy cow,Dairy & eggs,314662,26979,Marine,2
Jordan,Western Asia,dairy cow,Dairy & eggs,12338,1058,Marine,2
Kazakhstan,East Europe and CIS,dairy cow,Dairy & eggs,690867,59235,Marine,2
Kenya,Eastern Africa,dairy cow,Dairy & eggs,1820543,156094,Marine,2
Kuwait,Western Asia,dairy cow,Dairy & eggs,3013,258,Marine,2
Kyrgyzstan,East Europe and CIS,dairy cow,Dairy & eggs,227890,19539,Marine,2
Lao People's Democratic Republic,Southern Asia,dairy cow,Dairy & eggs,11418,979,Marine,2
Lebanon,Middle East,dairy cow,Dairy & eggs,21288,1825,Marine,2
Lesotho,Southern Africa,dairy cow,Dairy & eggs,42976,3685,Marine,2
Liberia,Western Africa,dairy cow,Dairy & eggs,2062,177,Marine,2
Libya,Northern Africa,dairy cow,Dairy & eggs,42500,3644,Marine,2
Madagascar,Eastern Africa,dairy cow,Dairy & eggs,586760,50309,Marine,2
Malawi,Eastern Africa,dairy cow,Dairy & eggs,38060,3263,Marine,2
Malaysia,Southern Asia,dairy cow,Dairy & eggs,49161,4215,Marine,2
Mali,Western Africa,dairy cow,Dairy & eggs,697769,59827,Marine,2
Martinique,Caribbean,dairy cow,Dairy & eggs,51,4,Marine,2
Mauritania,Western Africa,dairy cow,Dairy & eggs,114180,9790,Marine,2
Mauritius,Eastern Africa,dairy cow,Dairy & eggs,1427,122,Marine,2
Mexico,Central America,dairy cow,Dairy & eggs,764466,65545,Marine,2
Mongolia,Eastern Asia,dairy cow,Dairy & eggs,225189,19308,Marine,2
Montserrat,Caribbean,dairy cow,Dairy & eggs,793,68,Marine,2
Morocco,Northern Africa,dairy cow,Dairy & eggs,509371,43674,Marine,2
Mozambique,Eastern Africa,dairy cow,Dairy & eggs,130039,11150,Marine,2
Myanmar,Southern Asia,dairy cow,Dairy & eggs,824636,70705,Marine,2
Namibia,Southern Africa,dairy cow,Dairy & eggs,70728,6064,Marine,2
Nepal,Southern Asia,dairy cow,Dairy & eggs,325284,27890,Marine,2
Nicaragua,Central America,dairy cow,Dairy & eggs,321925,27602,Marine,2
Niger,Western Africa,dairy cow,Dairy & eggs,485267,41607,Marine,2
Nigeria,Western Africa,dairy cow,Dairy & eggs,750102,64314,Marine,2
Niue,Small Island Nations,dairy cow,Dairy & eggs,25,2,Marine,2
Occupied Palestinian Territory,Middle East,dairy cow,Dairy & eggs,7054,605,Marine,2
Oman,Middle East,dairy cow,Dairy & eggs,54553,4677,Marine,2
Pakistan,Middle East,dairy cow,Dairy & eggs,3583678,307265,Marine,2
Panama,Central America,dairy cow,Dairy & eggs,52333,4487,Marine,2
Papua New Guinea,Small Island Nations,dairy cow,Dairy & eggs,571,49,Marine,2
Paraguay,South America,dairy cow,Dairy & eggs,71363,6119,Marine,2
Peru,South America,dairy cow,Dairy & eggs,251990,21606,Marine,2
Philippines,Southern Asia,dairy cow,Dairy & eggs,1744,150,Marine,2
Puerto Rico,Central America,dairy cow,Dairy & eggs,31717,2719,Marine,2
Qatar,Middle East,dairy cow,Dairy & eggs,1649,141,Marine,2
Republic of Korea,Eastern Asia,dairy cow,Dairy & eggs,65337,5602,Marine,2
Republic of Moldova,East Europe and CIS,dairy cow,Dairy & eggs,42627,3655,Marine,2
R'union,Eastern Africa,dairy cow,Dairy & eggs,8246,707,Marine,2
Russian Federation,East Europe and CIS,dairy cow,Dairy & eggs,2463212,211196,Marine,2
Rwanda,Eastern Africa,dairy cow,Dairy & eggs,90076,7723,Marine,2
Saint Lucia,Central America,dairy cow,Dairy & eggs,254,22,Marine,2
Saint Vincent and the Grenadines,Caribbean,dairy cow,Dairy & eggs,317,27,Marine,2
Samoa,Small Island Nations,dairy cow,Dairy & eggs,476,41,Marine,2
Sao Tome and Principe,Central Africa,dairy cow,Dairy & eggs,327,28,Marine,2
Saudi Arabia,Middle East,dairy cow,Dairy & eggs,79292,6799,Marine,2
Senegal,Western Africa,dairy cow,Dairy & eggs,255637,21918,Marine,2
Seychelles,Eastern Africa,dairy cow,Dairy & eggs,7,1,Marine,2
Sierra Leone,Western Africa,dairy cow,Dairy & eggs,37743,3236,Marine,2
Solomon Islands,Small Island Nations,dairy cow,Dairy & eggs,698,60,Marine,2
Somalia,Eastern Africa,dairy cow,Dairy & eggs,391702,33585,Marine,2
South Africa,Southern Africa,dairy cow,Dairy & eggs,317168,27194,Marine,2
South Sudan,Eastern Africa,dairy cow,Dairy & eggs,2378758,203955,Marine,2
Sri Lanka,Southern Asia,dairy cow,Dairy & eggs,94973,8143,Marine,2
Sudan,Northern Africa,dairy cow,Dairy & eggs,4694082,402472,Marine,2
Suriname,South America,dairy cow,Dairy & eggs,634,54,Marine,2
Swaziland,Southern Africa,dairy cow,Dairy & eggs,46624,3998,Marine,2
Syrian Arab Republic,Middle East,dairy cow,Dairy & eggs,196109,16814,Marine,2
Tajikistan,East Europe and CIS,dairy cow,Dairy & eggs,330604,28346,Marine,2
Thailand,Southern Asia,dairy cow,Dairy & eggs,115766,9926,Marine,2
Togo,Western Africa,dairy cow,Dairy & eggs,18079,1550,Marine,2
Tonga,Small Island Nations,dairy cow,Dairy & eggs,82,7,Marine,2
Trinidad and Tobago,Caribbean,dairy cow,Dairy & eggs,4440,381,Marine,2
Tunisia,Northern Africa,dairy cow,Dairy & eggs,199181,17078,Marine,2
Turkey,Middle East,dairy cow,Dairy & eggs,1778446,152484,Marine,2
Turkmenistan,East Europe and CIS,dairy cow,Dairy & eggs,317168,27194,Marine,2
Uganda,Eastern Africa,dairy cow,Dairy & eggs,1094229,93819,Marine,2
Ukraine,East Europe and CIS,dairy cow,Dairy & eggs,798026,68423,Marine,2
United Arab Emirates,Middle East,dairy cow,Dairy & eggs,12052,1033,Marine,2
United Republic of Tanzania,Eastern Africa,dairy cow,Dairy & eggs,2204316,188999,Marine,2
United States Virgin Islands,Caribbean,dairy cow,Dairy & eggs,263,23,Marine,2
Uruguay,South America,dairy cow,Dairy & eggs,241048,20667,Marine,2
Uzbekistan,East Europe and CIS,dairy cow,Dairy & eggs,1274094,109241,Marine,2
Vanuatu,Small Island Nations,dairy cow,Dairy & eggs,4758,408,Marine,2
Venezuela (Bolivarian Republic of),South America,dairy cow,Dairy & eggs,682228,58494,Marine,2
Viet Nam,Southern Asia,dairy cow,Dairy & eggs,48210,4133,Marine,2
Wallis and Futuna Islands,Small Island Nations,dairy cow,Dairy & eggs,10,1,Marine,2
Yemen,Middle East,dairy cow,Dairy & eggs,131625,11286,Marine,2
Zambia,Eastern Africa,dairy cow,Dairy & eggs,93564,8022,Marine,2
Zimbabwe,Eastern Africa,dairy cow,Dairy & eggs,293380,25154,Marine,2
Albania,Europe,pig,Meat,13000,,Current,3
Australia,Australia,pig,Meat,360866,,Current,3
Austria,Europe,pig,Meat,529284,,Current,3
Belgium,Europe,pig,Meat,1130572,,Current,3
Bermuda,USA,pig,Meat,72,,Current,3
Bosnia and Herzegovina,Europe,pig,Meat,13013,,Current,3
Bulgaria,Europe,pig,Meat,72905,,Current,3
