Country,Country.Region,ID,animals,Taxon,Current_onfeed,mean_wheat,mean_corn,mean_soy,mean_rs,mean_pulses,mean_barley,mean_cv
United Arab Emirates,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,4733,1221,6512,12210,11396,4070,2849,0
United Republic of Tanzania,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,705278,181962,970463,1819618,1698310,606539,424578,0
United States Virgin Islands,Caribbean,Caribbean_dairy cow,dairy cow,Dairy & eggs,132,34,182,341,318,114,80,0
Uruguay,South America,South America_dairy cow,dairy cow,Dairy & eggs,112180,28943,154360,289425,270130,96475,67533,0
Uzbekistan,East Europe and CIS,Other_dairy cow,dairy cow,Dairy & eggs,583682,150590,803146,1505900,1405506,501967,351377,0
Vanuatu,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,2387,616,3285,6159,5748,2053,1437,0
Venezuela (Bolivarian Republic of),South America,South America_dairy cow,dairy cow,Dairy & eggs,317500,81915,436880,819150,764540,273050,191135,0
Viet Nam,Southern Asia,Southern Asia_dairy cow,dairy cow,Dairy & eggs,31901,8231,43896,82305,76818,27435,19205,0
Wallis and Futuna Islands,Island nation,Other_dairy cow,dairy cow,Dairy & eggs,5,1,7,13,12,4,3,0
Yemen,Middle East,Middle East_dairy cow,dairy cow,Dairy & eggs,51685,13335,71119,133347,124458,44449,31114,0
Zambia,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,29936,7724,41192,77236,72087,25745,18022,0
Zimbabwe,Eastern Africa,Eastern Africa_dairy cow,dairy cow,Dairy & eggs,93868,24218,129162,242179,226034,80726,56509,0
Afghanistan,Middle East,Middle East_hen,hen,Dairy & eggs,129825,68820,65198,148506,0,0,3622,0
Algeria,Northern Africa,Northern Africa_hen,hen,Dairy & eggs,355309,188350,178436,406438,0,0,9913,0
American Samoa,Island nation,Other_hen,hen,Dairy & eggs,137,72,69,156,0,0,4,0
Angola,Central Africa,Central Africa_hen,hen,Dairy & eggs,11958,6339,6005,13678,0,0,334,0
Antigua and Barbuda,Caribbean,Caribbean_hen,hen,Dairy & eggs,1162,616,583,1329,0,0,32,0
Argentina,South America,South America_hen,hen,Dairy & eggs,573961,304257,288243,656554,0,0,16014,0
Armenia,East Europe and CIS,Other_hen,hen,Dairy & eggs,34164,18111,17157,39081,0,0,953,0
Azerbaijan,Middle East,Middle East_hen,hen,Dairy & eggs,182615,96804,91709,208894,0,0,5095,0
Bahamas,Caribbean,Caribbean_hen,hen,Dairy & eggs,1913,1014,961,2189,0,0,53,0
Bahrain,Middle East,Middle East_hen,hen,Dairy & eggs,3963,2101,1990,4533,0,0,111,0
Bangladesh,Middle East,Southern Asia_hen,hen,Dairy & eggs,2446168,1296714,1228466,2798172,0,0,68248,0
Belarus,East Europe and CIS,Other_hen,hen,Dairy & eggs,251450,133293,126278,287633,0,0,7015,0
Benin,Western Africa,Western Africa_hen,hen,Dairy & eggs,35531,18835,17844,40644,0,0,991,0
Bhutan,Middle East,Middle East_hen,hen,Dairy & eggs,2050,1087,1029,2345,0,0,57,0
Bolivia (Plurinational State of),South America,South America_hen,hen,Dairy & eggs,66101,35040,33196,75613,0,0,1844,0
Botswana,Southern Africa,Southern Africa_hen,hen,Dairy & eggs,11753,6230,5902,13444,0,0,328,0
Brazil,South America,South America_hen,hen,Dairy & eggs,4099723,2173263,2058881,4689673,0,0,114382,0
Brunei Darussalam,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,23232,12315,11667,26575,0,0,648,0
Burkina Faso,Western Africa,Western Africa_hen,hen,Dairy & eggs,234368,124238,117699,268093,0,0,6539,0
Burundi,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,10933,5795,5490,12506,0,0,305,0
Cabo Verde,Western Africa,Western Africa_hen,hen,Dairy & eggs,3936,2086,1977,4502,0,0,110,0
Cambodia,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,71062,37670,35687,81288,0,0,1983,0
Cameroon,Central Africa,Central Africa_hen,hen,Dairy & eggs,62862,33323,31569,71908,0,0,1754,0
Cayman Islands,Caribbean,Caribbean_hen,hen,Dairy & eggs,14,7,7,16,0,0,0,0
Central African Republic,Central Africa,Central Africa_hen,hen,Dairy & eggs,8199,4347,4118,9379,0,0,229,0
Chad,Central Africa,Central Africa_hen,hen,Dairy & eggs,15032,7969,7549,17195,0,0,419,0
Chile,South America,South America_hen,hen,Dairy & eggs,154669,81990,77675,176926,0,0,4315,0
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_hen,hen,Dairy & eggs,916,485,460,1047,0,0,26,0
"China, Macao SAR",Eastern Asia,Eastern Asia_hen,hen,Dairy & eggs,1435,761,721,1641,0,0,40,0
"China, mainland",China,China_hen,hen,Dairy & eggs,35804250,18979833,17980895,40956482,0,0,998939,0
"China, Taiwan Province of",China,China_hen,hen,Dairy & eggs,505633,268036,253929,578393,0,0,14107,0
Colombia,South America,South America_hen,hen,Dairy & eggs,573961,304257,288243,656554,0,0,16014,0
Comoros,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,2938,1557,1476,3361,0,0,82,0
Congo,Central Africa,Central Africa_hen,hen,Dairy & eggs,6833,3622,3431,7816,0,0,191,0
Cook Islands,Island nation,Other_hen,hen,Dairy & eggs,82,43,41,94,0,0,2,0
Costa Rica,Central America,Central America_hen,hen,Dairy & eggs,44414,23544,22305,50805,0,0,1239,0
Cote d'Ivoire,Western Africa,Western Africa_hen,hen,Dairy & eggs,157156,83308,78924,179771,0,0,4385,0
Cuba,Caribbean,Caribbean_hen,hen,Dairy & eggs,138639,73493,69625,158589,0,0,3868,0
Cyprus,Western Asia,Western Asia_hen,hen,Dairy & eggs,8336,4419,4186,9536,0,0,233,0
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_hen,hen,Dairy & eggs,232318,123152,116670,265748,0,0,6482,0
Democratic Republic of the Congo,Central Africa,Central Africa_hen,hen,Dairy & eggs,39631,21008,19903,45334,0,0,1106,0
Dominica,Caribbean,Caribbean_hen,hen,Dairy & eggs,683,362,343,782,0,0,19,0
Dominican Republic,Caribbean,Caribbean_hen,hen,Dairy & eggs,92927,49261,46668,106299,0,0,2593,0
Ecuador,South America,South America_hen,hen,Dairy & eggs,109326,57954,54904,125058,0,0,3050,0
Egypt,Northern Africa,Northern Africa_hen,hen,Dairy & eggs,368975,195594,185299,422071,0,0,10294,0
El Salvador,Central America,Central America_hen,hen,Dairy & eggs,73795,39119,37060,84414,0,0,2059,0
Equatorial Guinea,Central Africa,Central Africa_hen,hen,Dairy & eggs,929,493,467,1063,0,0,26,0
Eritrea,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,7790,4129,3912,8910,0,0,217,0
Ethiopia,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,127775,67733,64168,146161,0,0,3565,0
Fiji,Island nation,Other_hen,hen,Dairy & eggs,7653,4057,3843,8754,0,0,214,0
French Guiana,South America,South America_hen,hen,Dairy & eggs,1367,724,686,1563,0,0,38,0
French Polynesia,Island nation,Other_hen,hen,Dairy & eggs,2597,1376,1304,2970,0,0,72,0
Gabon,Central Africa,Central Africa_hen,hen,Dairy & eggs,6150,3260,3088,7035,0,0,172,0
Gambia,Western Africa,Western Africa_hen,hen,Dairy & eggs,3143,1666,1578,3595,0,0,88,0
Georgia,Western Asia,Western Asia_hen,hen,Dairy & eggs,31431,16662,15785,35954,0,0,877,0
Ghana,Western Africa,Western Africa_hen,hen,Dairy & eggs,204986,108663,102944,234484,0,0,5719,0
Grenada,Caribbean,Caribbean_hen,hen,Dairy & eggs,2050,1087,1029,2345,0,0,57,0
Guadeloupe,Caribbean,Caribbean_hen,hen,Dairy & eggs,2460,1304,1235,2814,0,0,69,0
Guam,Island nation,Other_hen,hen,Dairy & eggs,1230,652,618,1407,0,0,34,0
Guatemala,Central America,Central America_hen,hen,Dairy & eggs,241884,128223,121474,276691,0,0,6749,0
Guinea,Western Africa,Western Africa_hen,hen,Dairy & eggs,95660,50709,48041,109426,0,0,2669,0
Guinea-Bissau,Western Africa,Western Africa_hen,hen,Dairy & eggs,4100,2173,2059,4690,0,0,114,0
Guyana,South America,South America_hen,hen,Dairy & eggs,2528,1340,1270,2892,0,0,71,0
Haiti,Caribbean,Caribbean_hen,hen,Dairy & eggs,7790,4129,3912,8910,0,0,217,0
Honduras,Central America,Central America_hen,hen,Dairy & eggs,59241,31404,29751,67766,0,0,1653,0
India,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,4673685,2477520,2347124,5346228,0,0,130396,0
Indonesia,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,3279779,1738611,1647105,3751739,0,0,91506,0
Iran (Islamic Republic of),Middle East,Middle East_hen,hen,Dairy & eggs,912872,483913,458444,1044234,0,0,25469,0
Iraq,Middle East,Middle East_hen,hen,Dairy & eggs,68329,36221,34315,78161,0,0,1906,0
Israel,Middle East,Middle East_hen,hen,Dairy & eggs,124536,66016,62542,142457,0,0,3475,0
Jamaica,Caribbean,Caribbean_hen,hen,Dairy & eggs,20499,10866,10294,23448,0,0,572,0
Japan,Eastern Asia,Eastern Asia_hen,hen,Dairy & eggs,1885873,999701,947085,2157250,0,0,52616,0
Jordan,Western Asia,Western Asia_hen,hen,Dairy & eggs,24598,13040,12353,28138,0,0,686,0
Kazakhstan,East Europe and CIS,Other_hen,hen,Dairy & eggs,242239,128411,121652,277097,0,0,6758,0
Kenya,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,273315,144884,137259,312645,0,0,7625,0
Kiribati,Island nation,Other_hen,hen,Dairy & eggs,1913,1014,961,2189,0,0,53,0
Kuwait,Western Asia,Western Asia_hen,hen,Dairy & eggs,97027,51434,48727,110989,0,0,2707,0
Kyrgyzstan,East Europe and CIS,Other_hen,hen,Dairy & eggs,47830,25355,24020,54713,0,0,1334,0
Lao People's Democratic Republic,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,38264,20284,19216,43770,0,0,1068,0
Lebanon,Middle East,Middle East_hen,hen,Dairy & eggs,34164,18111,17157,39081,0,0,953,0
Lesotho,Southern Africa,Southern Africa_hen,hen,Dairy & eggs,4783,2535,2402,5471,0,0,133,0
Liberia,Western Africa,Western Africa_hen,hen,Dairy & eggs,15032,7969,7549,17195,0,0,419,0
Libya,Northern Africa,Northern Africa_hen,hen,Dairy & eggs,122992,65198,61766,140690,0,0,3431,0
Madagascar,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,51247,27166,25736,58621,0,0,1430,0
Malawi,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,75162,39843,37746,85977,0,0,2097,0
Malaysia,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,1161588,615758,583350,1328741,0,0,32408,0
Mali,Western Africa,Western Africa_hen,hen,Dairy & eggs,106593,56505,53531,121932,0,0,2974,0
Martinique,Caribbean,Caribbean_hen,hen,Dairy & eggs,1367,724,686,1563,0,0,38,0
Mauritania,Western Africa,Western Africa_hen,hen,Dairy & eggs,23232,12315,11667,26575,0,0,648,0
Mauritius,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,16399,8693,8236,18759,0,0,458,0
Mexico,Central America,Central America_hen,hen,Dairy & eggs,2615350,1386397,1313429,2991699,0,0,72968,0
Micronesia (Federated States of),Island nation,Other_hen,hen,Dairy & eggs,1230,652,618,1407,0,0,34,0
Mongolia,Eastern Asia,Eastern Asia_hen,hen,Dairy & eggs,1093,580,549,1251,0,0,31,0
Montserrat,Caribbean,Caribbean_hen,hen,Dairy & eggs,273,145,137,313,0,0,8,0
Morocco,Northern Africa,Northern Africa_hen,hen,Dairy & eggs,628624,333234,315695,719083,0,0,17539,0
Mozambique,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,125725,66647,63139,143817,0,0,3508,0
Myanmar,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,867775,460007,435797,992648,0,0,24211,0
Namibia,Southern Africa,Southern Africa_hen,hen,Dairy & eggs,14759,7824,7412,16883,0,0,412,0
Nauru,Island nation,Other_hen,hen,Dairy & eggs,55,29,27,63,0,0,2,0
Nepal,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,112510,59642,56503,128700,0,0,3139,0
Nicaragua,Central America,Central America_hen,hen,Dairy & eggs,51930,27528,26079,59402,0,0,1449,0
Niger,Western Africa,Western Africa_hen,hen,Dairy & eggs,45097,23906,22648,51586,0,0,1258,0
Nigeria,Western Africa,Western Africa_hen,hen,Dairy & eggs,1940536,1028678,974537,2219779,0,0,54141,0
Niue,Island nation,Other_hen,hen,Dairy & eggs,55,29,27,63,0,0,2,0
Occupied Palestinian Territory,Middle East,Middle East_hen,hen,Dairy & eggs,24284,12873,12195,27778,0,0,678,0
Oman,Middle East,Middle East_hen,hen,Dairy & eggs,11616,6158,5834,13287,0,0,324,0
Pakistan,Middle East,Middle East_hen,hen,Dairy & eggs,1674054,887416,840710,1914950,0,0,46706,0
Panama,Central America,Central America_hen,hen,Dairy & eggs,47830,25355,24020,54713,0,0,1334,0
Papua New Guinea,Island nation,Other_hen,hen,Dairy & eggs,23915,12677,12010,27356,0,0,667,0
Paraguay,South America,South America_hen,hen,Dairy & eggs,133924,70993,67257,153196,0,0,3736,0
Peru,South America,South America_hen,hen,Dairy & eggs,251450,133293,126278,287633,0,0,7015,0
Philippines,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,1147923,608514,576487,1313109,0,0,32027,0
Puerto Rico,Central America,Central America_hen,hen,Dairy & eggs,15716,8331,7892,17977,0,0,438,0
Qatar,Middle East,Middle East_hen,hen,Dairy & eggs,4920,2608,2471,5628,0,0,137,0
Republic of Korea,Eastern Asia,Eastern Asia_hen,hen,Dairy & eggs,885868,469599,444883,1013345,0,0,24716,0
Republic of Moldova,East Europe and CIS,Other_hen,hen,Dairy & eggs,38264,20284,19216,43770,0,0,1068,0
R'union,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,7311,3876,3672,8363,0,0,204,0
Russian Federation,East Europe and CIS,Other_hen,hen,Dairy & eggs,2375626,1259319,1193039,2717478,0,0,66280,0
Rwanda,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,13119,6954,6588,15007,0,0,366,0
Saint Kitts and Nevis,Central America,Central America_hen,hen,Dairy & eggs,670,355,336,766,0,0,19,0
Saint Lucia,Central America,Central America_hen,hen,Dairy & eggs,2187,1159,1098,2501,0,0,61,0
Saint Vincent and the Grenadines,Caribbean,Caribbean_hen,hen,Dairy & eggs,1093,580,549,1251,0,0,31,0
Samoa,Island nation,Other_hen,hen,Dairy & eggs,998,529,501,1141,0,0,28,0
Sao Tome and Principe,Central Africa,Central Africa_hen,hen,Dairy & eggs,1708,906,858,1954,0,0,48,0
Saudi Arabia,Middle East,Middle East_hen,hen,Dairy & eggs,286981,152128,144122,328277,0,0,8007,0
Senegal,Western Africa,Western Africa_hen,hen,Dairy & eggs,98393,52158,49413,112552,0,0,2745,0
Seychelles,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,1777,942,892,2032,0,0,50,0
Sierra Leone,Western Africa,Western Africa_hen,hen,Dairy & eggs,71062,37670,35687,81288,0,0,1983,0
Singapore,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,32798,17386,16471,37517,0,0,915,0
Solomon Islands,Island nation,Other_hen,hen,Dairy & eggs,2255,1195,1132,2579,0,0,63,0
Somalia,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,10591,5614,5319,12115,0,0,295,0
South Africa,Southern Africa,Southern Africa_hen,hen,Dairy & eggs,628624,333234,315695,719083,0,0,17539,0
Sri Lanka,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,170822,90553,85787,195403,0,0,4766,0
Sudan,Northern Africa,Northern Africa_hen,hen,Dairy & eggs,103860,55056,52158,118805,0,0,2898,0
Suriname,South America,South America_hen,hen,Dairy & eggs,9156,4854,4598,10474,0,0,255,0
Swaziland,Southern Africa,Southern Africa_hen,hen,Dairy & eggs,3007,1594,1510,3439,0,0,84,0
Syrian Arab Republic,Middle East,Middle East_hen,hen,Dairy & eggs,172530,91458,86645,197357,0,0,4814,0
Tajikistan,East Europe and CIS,Other_hen,hen,Dairy & eggs,37622,19943,18894,43036,0,0,1050,0
Thailand,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,1161588,615758,583350,1328741,0,0,32408,0
Timor-Leste,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,1913,1014,961,2189,0,0,53,0
Togo,Western Africa,Western Africa_hen,hen,Dairy & eggs,25965,13764,13040,29701,0,0,724,0
Tokelau,Island nation,Other_hen,hen,Dairy & eggs,27,14,14,31,0,0,1,0
Tonga,Island nation,Other_hen,hen,Dairy & eggs,957,507,480,1094,0,0,27,0
Trinidad and Tobago,Caribbean,Caribbean_hen,hen,Dairy & eggs,12299,6520,6177,14069,0,0,343,0
Tunisia,Northern Africa,Northern Africa_hen,hen,Dairy & eggs,300646,159373,150985,343909,0,0,8388,0
Turkey,Middle East,Middle East_hen,hen,Dairy & eggs,1212425,642706,608880,1386893,0,0,33827,0
Turkmenistan,East Europe and CIS,Other_hen,hen,Dairy & eggs,45097,23906,22648,51586,0,0,1258,0
Tuvalu,Island nation,Other_hen,hen,Dairy & eggs,137,72,69,156,0,0,4,0
Uganda,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,122992,65198,61766,140690,0,0,3431,0
Ukraine,East Europe and CIS,Other_hen,hen,Dairy & eggs,2614257,1385818,1312880,2990448,0,0,72938,0
United Arab Emirates,Middle East,Middle East_hen,hen,Dairy & eggs,35531,18835,17844,40644,0,0,991,0
United Republic of Tanzania,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,174922,92726,87846,200093,0,0,4880,0
Uruguay,South America,South America_hen,hen,Dairy & eggs,81995,43465,41178,93794,0,0,2288,0
Uzbekistan,East Europe and CIS,Other_hen,hen,Dairy & eggs,355309,188350,178436,406438,0,0,9913,0
Vanuatu,Island nation,Other_hen,hen,Dairy & eggs,2323,1232,1167,2658,0,0,65,0
Venezuela (Bolivarian Republic of),South America,South America_hen,hen,Dairy & eggs,225485,119529,113238,257932,0,0,6291,0
Viet Nam,Southern Asia,Southern Asia_hen,hen,Dairy & eggs,977101,517961,490700,1117705,0,0,27261,0
Wallis and Futuna Islands,Island nation,Other_hen,hen,Dairy & eggs,150,80,75,172,0,0,4,0
Yemen,Middle East,Middle East_hen,hen,Dairy & eggs,129825,68820,65198,148506,0,0,3622,0
Zambia,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,170822,90553,85787,195403,0,0,4766,0
Zimbabwe,Eastern Africa,Eastern Africa_hen,hen,Dairy & eggs,84728,44914,42550,96920,0,0,2364,0
Argentina,South America,South America_marine fish,marine fish,Seafood,6,4,2,2,0,0,0,0
Bahrain,Middle East,Middle East_marine fish,marine fish,Seafood,6,3,2,3,0,0,0,0
"Bonaire, Saint Eustatius and Saba",Caribbean,Caribbean_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Cambodia,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,750,356,333,367,11,0,0,0
Chile,South America,South America_marine fish,marine fish,Seafood,899438,605502,247705,288989,27523,0,0,0
"China, Hong Kong SAR",Eastern Asia,Eastern Asia_marine fish,marine fish,Seafood,1255,672,326,576,38,0,0,0
"China, mainland",China,China_marine fish,marine fish,Seafood,1189667,254827,655269,910095,0,0,0,0
Colombia,South America,South America_marine fish,marine fish,Seafood,150,101,41,48,5,0,0,0
Costa Rica,Central America,Central America_marine fish,marine fish,Seafood,260,139,123,119,0,0,0,0
Cuba,Caribbean,Caribbean_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Cyprus,Western Asia,Western Asia_marine fish,marine fish,Seafood,4769,3137,1459,1532,73,0,0,0
Dominican Republic,Caribbean,Caribbean_marine fish,marine fish,Seafood,350,187,134,139,5,0,0,0
Ecuador,South America,South America_marine fish,marine fish,Seafood,5,3,1,2,0,0,0,0
French Polynesia,Island nation,Other_marine fish,marine fish,Seafood,13,6,5,6,0,0,0,0
Georgia,Western Asia,Western Asia_marine fish,marine fish,Seafood,20,13,6,6,0,0,0,0
Guadeloupe,Caribbean,Caribbean_marine fish,marine fish,Seafood,15,8,6,6,0,0,0,0
Indonesia,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,782316,371052,347113,383022,11969,0,0,0
Israel,Middle East,Middle East_marine fish,marine fish,Seafood,3073,1599,1316,1458,47,0,0,0
Japan,Eastern Asia,Eastern Asia_marine fish,marine fish,Seafood,237963,127429,61894,109225,7282,0,0,0
Democratic People's Republic of Korea,Eastern Asia,Eastern Asia_marine fish,marine fish,Seafood,100,54,26,46,3,0,0,0
Republic of Korea,Eastern Asia,Eastern Asia_marine fish,marine fish,Seafood,83438,44681,21702,38298,2553,0,0,0
Kuwait,Western Asia,Western Asia_marine fish,marine fish,Seafood,297,195,91,95,5,0,0,0
Libya,Northern Africa,Northern Africa_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Marshall Islands,Island nation,Other_marine fish,marine fish,Seafood,1,0,0,0,0,0,0,0
Martinique,Caribbean,Caribbean_marine fish,marine fish,Seafood,59,32,23,23,1,0,0,0
Mauritius,Eastern Africa,Eastern Africa_marine fish,marine fish,Seafood,703,237,463,366,0,0,0,0
Mayotte,Eastern Africa,Eastern Africa_marine fish,marine fish,Seafood,120,40,79,62,0,0,0,0
Mexico,Central America,Central America_marine fish,marine fish,Seafood,8761,4691,4155,4021,0,0,0,0
Morocco,Northern Africa,Northern Africa_marine fish,marine fish,Seafood,237,116,109,109,4,0,0,0
Mozambique,Eastern Africa,Eastern Africa_marine fish,marine fish,Seafood,150,50,99,78,0,0,0,0
Myanmar,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,1845,875,819,903,28,0,0,0
Oman,Middle East,Middle East_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Palau,Island nation,Other_marine fish,marine fish,Seafood,20,10,8,9,0,0,0,0
Panama,Central America,Central America_marine fish,marine fish,Seafood,1459,781,692,670,0,0,0,0
Peru,South America,South America_marine fish,marine fish,Seafood,6,4,2,2,0,0,0,0
Philippines,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,373021,176924,165509,182631,5707,0,0,0
Puerto Rico,Central America,Central America_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Qatar,Middle East,Middle East_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
R'union,Eastern Africa,Eastern Africa_marine fish,marine fish,Seafood,5,2,3,3,0,0,0,0
Russian Federation,East Europe and CIS,Other_marine fish,marine fish,Seafood,18790,9487,7762,8337,287,0,0,0
Saudi Arabia,Middle East,Middle East_marine fish,marine fish,Seafood,4830,2513,2069,2291,74,0,0,0
Singapore,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,3719,1764,1650,1821,57,0,0,0
South Africa,Southern Africa,Southern Africa_marine fish,marine fish,Seafood,150,101,62,48,0,0,0,0
"China, Taiwan Province of",China,China_marine fish,marine fish,Seafood,100484,21524,55347,76870,0,0,0,0
Tunisia,Northern Africa,Northern Africa_marine fish,marine fish,Seafood,10089,4940,4631,4631,154,0,0,0
Turkey,Middle East,Middle East_marine fish,marine fish,Seafood,126063,65578,54005,59792,1929,0,0,0
Tuvalu,Island nation,Other_marine fish,marine fish,Seafood,3,1,1,1,0,0,0,0
Ukraine,East Europe and CIS,Other_marine fish,marine fish,Seafood,917,463,379,407,14,0,0,0
Russian Federation,East Europe and CIS,Other_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
United Arab Emirates,Middle East,Middle East_marine fish,marine fish,Seafood,290,151,124,138,4,0,0,0
Viet Nam,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,208445,98865,92487,102055,3189,0,0,0
Yugoslavia,East Europe and CIS,Other_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Sri Lanka,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,18,8,8,9,0,0,0,0
Eritrea,Eastern Africa,Eastern Africa_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Brunei Darussalam,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,114,54,50,56,2,0,0,0
Guam,Island nation,Other_marine fish,marine fish,Seafood,30,15,12,13,0,0,0,0
Guyana,South America,South America_marine fish,marine fish,Seafood,90,61,25,29,3,0,0,0
India,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,90000,42687,39933,44064,1377,0,0,0
Fiji,Island nation,Other_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Bangladesh,Middle East,Southern Asia_marine fish,marine fish,Seafood,93657,44422,41556,45854,1433,0,0,0
Thailand,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,19163,9089,8503,9382,293,0,0,0
Saint Kitts and Nevis,Central America,Central America_marine fish,marine fish,Seafood,1,1,0,0,0,0,0,0
Malaysia,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,64274,30485,28518,31469,983,0,0,0
Jordan,Western Asia,Western Asia_marine fish,marine fish,Seafood,205,135,63,66,3,0,0,0
United Republic of Tanzania,Eastern Africa,Eastern Africa_marine fish,marine fish,Seafood,210,71,138,109,0,0,0,0
Suriname,South America,South America_marine fish,marine fish,Seafood,2,1,0,1,0,0,0,0
Iran (Islamic Republic of),Middle East,Middle East_marine fish,marine fish,Seafood,123,64,53,58,2,0,0,0
Algeria,Northern Africa,Northern Africa_marine fish,marine fish,Seafood,1035,507,475,475,16,0,0,0
Timor-Leste,Southern Asia,Southern Asia_marine fish,marine fish,Seafood,5,2,2,2,0,0,0,0
Occupied Palestinian Territory,Middle East,Middle East_marine fish,marine fish,Seafood,150,78,64,71,2,0,0,0
Micronesia (Federated States of),Island nation,Other_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Nauru,Island nation,Other_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Samoa,Island nation,Other_marine fish,marine fish,Seafood,3,1,1,1,0,0,0,0
Senegal,Western Africa,Western Africa_marine fish,marine fish,Seafood,264,73,170,162,0,0,0,0
Zanzibar,Island nation,Other_marine fish,marine fish,Seafood,11,5,4,5,0,0,0,0
Nigeria,Western Africa,Western Africa_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Aruba,Caribbean,Caribbean_marine fish,marine fish,Seafood,0,0,0,0,0,0,0,0
Kiribati,Island nation,Other_marine fish,marine fish,Seafood,2,1,1,1,0,0,0,0
Papua New Guinea,Island nation,Other_marine fish,marine fish,Seafood,1,1,0,0,0,0,0,0
El Salvador,Central America,Central America_marine fish,marine fish,Seafood,1,1,0,0,0,0,0,0
Egypt,Northern Africa,Northern Africa_marine fish,marine fish,Seafood,901423,441337,413753,413753,13792,0,0,0
Vanuatu,Island nation,Other_marine fish,marine fish,Seafood,2,1,1,1,0,0,0,0
Cote d'Ivoire,Western Africa,Western Africa_marine fish,marine fish,Seafood,820,226,527,502,0,0,0,0
Bahamas,Caribbean,Caribbean_marine crustacean,marine crustacean,Seafood,8,3,2,3,0,0,0,0
Brazil,South America,South America_marine crustacean,marine crustacean,Seafood,65028,33476,13695,15977,1522,0,0,0
Cambodia,Southern Asia,Southern Asia_marine crustacean,marine crustacean,Seafood,170,62,58,64,2,0,0,0
"China, mainland",China,China_marine crustacean,marine crustacean,Seafood,118836,19465,50054,69519,0,0,0,0
Colombia,South America,South America_marine crustacean,marine crustacean,Seafood,2862,1473,603,703,67,0,0,0
Costa Rica,Central America,Central America_marine crustacean,marine crustacean,Seafood,2973,1217,1078,1044,0,0,0,0
Cuba,Caribbean,Caribbean_marine crustacean,marine crustacean,Seafood,4121,1688,1205,1254,48,0,0,0
