Country,Country-Region,Animal,Farm_factor_wheat,Farm_factor_corn,Farm_factor_soy,Farm_factor_rapeseed,Farm_factor_pulses,Farm_factor_barley,Farm_factor_cassava
Dominica,Caribbean,fw crustacean,0,0,0,0,0,0,24.6
Dominican Republic,Caribbean,fw crustacean,1.4,1.8,0.6,0,0,0,0
El Salvador,Central America,fw crustacean,0,4.1,0.4,0,0,0,0
Fiji,Island nation,fw crustacean,0,0,0.2,0,0,0,52.8
French Polynesia,Island nation,fw crustacean,0,1.3,0.2,0,0,0,22.5
Guadeloupe,Caribbean,fw crustacean,0.6,1.6,0.3,0,0,0,18.2
Guam,Island nation,fw crustacean,0,0.2,0.1,0,0,0,12.9
Guyana,South America,fw crustacean,0.4,1.2,0.3,0,0,0,35.9
India,Southern Asia,fw crustacean,0.2,0.3,0.1,0.1,0.1,0,0
Indonesia,Southern Asia,fw crustacean,0,0.9,0.5,0.2,0,0,20.6
Iran (Islamic Republic of),Middle East,fw crustacean,0.4,2.1,0.5,0.3,0,6.4,0
Republic of Korea,Eastern Asia,fw crustacean,2,2.3,0.7,0.6,0,0,0
Malaysia,Southern Asia,fw crustacean,0,1.9,0.4,0.1,0,0,0.2
Martinique,Caribbean,fw crustacean,0.6,1.6,0.3,0,0,0,18.2
Mauritius,Eastern Africa,fw crustacean,0,2.9,0.6,0,0,0,0
Mexico,Central America,fw crustacean,0,1.2,0.4,0.5,0,0.3,0
Myanmar,Southern Asia,fw crustacean,0,0.3,0,0,0.5,0,0
Pakistan,Middle East,fw crustacean,0.3,0.2,0.1,0.2,0.1,0,0
Panama,Central America,fw crustacean,0,1.1,0.5,0,0,0,2.8
Peru,South America,fw crustacean,0,2.1,0.5,0,0.1,0.2,0
Philippines,Southern Asia,fw crustacean,0.4,1.7,0.4,0,0,0,2.4
Puerto Rico,Central America,fw crustacean,0,1.3,0.3,0.1,0,0,5.6
R'union,Eastern Africa,fw crustacean,0,0.9,0.1,0,0.1,0,229.2
Russian Federation,East Europe and CIS,fw crustacean,1.4,0.6,0.2,0.2,0.1,5.8,0
Saint Lucia,Central America,fw crustacean,0,0,0,0,0,0,0
Samoa,Island nation,fw crustacean,0,0,0,0,0,0,0.1
South Africa,Southern Africa,fw crustacean,0,1.7,0.4,0.1,0,0,0
Sri Lanka,Southern Asia,fw crustacean,0,0.3,0.3,0,0,0,1453.3
Suriname,South America,fw crustacean,0,1.6,0.4,0,0,0,0
"China, Taiwan Province of",China,fw crustacean,0.1,4,0.7,0.3,0,0.1,0.1
Thailand,Southern Asia,fw crustacean,0.5,1.6,0.8,0.6,0,0,41.8
Trinidad and Tobago,Caribbean,fw crustacean,0,1.8,0.4,0,0,0,0.8
Ukraine,East Europe and CIS,fw crustacean,2.7,3.5,0.2,0.1,0.1,9.8,0
Vanuatu,Island nation,fw crustacean,0,0.1,0,0,0,0,0
Viet Nam,Southern Asia,fw crustacean,0.3,1.1,0,0,0,0,9.4
Zimbabwe,Eastern Africa,fw crustacean,0,0.1,0.3,0,0,0,0
Algeria,Northern Africa,mollusc,0.9,2.6,0.8,0.1,0,2,0
Argentina,South America,mollusc,0,0.4,0.7,0,0,0.1,6.6
Brazil,South America,mollusc,0.1,1,0.5,0,0,0,119.3
Cambodia,Southern Asia,mollusc,0,0.7,0.2,0,0,0,2.4
Chile,South America,mollusc,0.1,1,0.3,0.1,0,0.1,0
"China, mainland",China,mollusc,0.4,1.5,0.3,0.5,0,0,9.3
"China, Hong Kong SAR",Eastern Asia,mollusc,0,0.1,0.1,0,0,0,0.5
Cook Islands,Island nation,mollusc,0,0.2,0.1,0,0,0,12.9
Costa Rica,Central America,mollusc,0,1.2,0.4,0,0,0,0
Cuba,Caribbean,mollusc,0.7,1.6,0.6,0,0,0,26.9
Dominican Republic,Caribbean,mollusc,1.4,1.8,0.6,0,0,0,0
El Salvador,Central America,mollusc,0,4.1,0.4,0,0,0,0
Falkland Islands (Malvinas),South America,mollusc,0.2,0.8,0.5,0,0,0.1,31.2
Fiji,Island nation,mollusc,0,0,0.2,0,0,0,52.8
French Polynesia,Island nation,mollusc,0,1.3,0.2,0,0,0,22.5
Gambia,Western Africa,mollusc,0,0.9,0,0,0,0,0
India,Southern Asia,mollusc,0.2,0.3,0.1,0.1,0.1,0,0
Indonesia,Southern Asia,mollusc,0,0.9,0.5,0.2,0,0,20.6
Japan,Eastern Asia,mollusc,0.3,2.8,0.6,1.2,0,2.1,0
Democratic People's Republic of Korea,Eastern Asia,mollusc,0.1,0.6,0.5,0,0,0.1,0
Republic of Korea,Eastern Asia,mollusc,2,2.3,0.7,0.6,0,0,0
Malaysia,Southern Asia,mollusc,0,1.9,0.4,0.1,0,0,0.2
Mauritius,Eastern Africa,mollusc,0,2.9,0.6,0,0,0,0
Mexico,Central America,mollusc,0,1.2,0.4,0.5,0,0.3,0
Micronesia (Federated States of),Island nation,mollusc,0,0.2,0.1,0,0,0,12.9
Morocco,Northern Africa,mollusc,2.1,0.4,0.3,0.1,0.2,2.7,0
Namibia,Southern Africa,mollusc,0,0.1,0,0,0,0,0
Palau,Island nation,mollusc,0,0.2,0.1,0,0,0,12.9
Peru,South America,mollusc,0,2.1,0.5,0,0.1,0.2,0
Philippines,Southern Asia,mollusc,0.4,1.7,0.4,0,0,0,2.4
Puerto Rico,Central America,mollusc,0,1.3,0.3,0.1,0,0,5.6
Russian Federation,East Europe and CIS,mollusc,1.4,0.6,0.2,0.2,0.1,5.8,0
Samoa,Island nation,mollusc,0,0,0,0,0,0,0.1
Senegal,Western Africa,mollusc,0,0,0,0,0,0,13.2
Seychelles,Eastern Africa,mollusc,0,0.9,0.1,0,0.1,0,229.2
Singapore,Southern Asia,mollusc,0.2,0.9,0.2,0.1,0,0,104.9
South Africa,Southern Africa,mollusc,0,1.7,0.4,0.1,0,0,0
"China, Taiwan Province of",China,mollusc,0.1,4,0.7,0.3,0,0.1,0.1
Thailand,Southern Asia,mollusc,0.5,1.6,0.8,0.6,0,0,41.8
Tonga,Island nation,mollusc,0,0.2,0.1,0,0,0,12.9
Tunisia,Northern Africa,mollusc,0.6,1.8,0.4,0,0.2,7,0
Ukraine,East Europe and CIS,mollusc,2.7,3.5,0.2,0.1,0.1,9.8,0
Russian Federation,East Europe and CIS,mollusc,1.4,0.6,0.2,0.2,0.1,5.8,0
Venezuela (Bolivarian Republic of),South America,mollusc,0,0.6,0.4,0,0,0,6.5
Viet Nam,Southern Asia,mollusc,0.3,1.1,0,0,0,0,9.4
Yugoslavia,East Europe and CIS,mollusc,3.6,1.3,0.1,0.1,0.1,3.2,0
